Text,Ratings
"I opted for UC membership on Nov 18 still, not reflecting . After following up 20 emails . Their customer service very worst & poor. They don't have contact number. They are not bother also sort out the issue . The worst Urban Company.",1
"The referral policy advertisement says it will give 100 INR on signup but it does the same only on a limited number of services on top of many conditions which are unreasonable. They dont deserve to be referred for the sake of referral rewards, at least.",1
"I am not a long term user of UrbanCompany - started using the app and the services post March / April 2020(i.e after the lockdown due to COVID-19).
Pros:


Structured app. Easy to navigate.


Assigned workmen are well trained and well equipped.


Escalation channels in case an assigned workman refuses to do the job or wants cash(Had once instance - complained - a new workman was assigned immediately)


Actually cheaper as compared to the locality plumber / carpenter .




Con:


Perhaps too structured. In case you have a mix and match of odd jobs - or you have a very unique problem - well it's better to call the locality plumber / carpenter. Options to specify job related requirements doesn't exist .



Have used them for the following services so far .


AC service


Toilet(western style) replacement


Carpet cleaning




Overall happy with the level of support as well as service. Services availed in Bangalore.",4
Most Worst service. The people who provide service are not worth and doesn't do the work properly. Very pathetic service.,1
"One of the most unprofessional job done by urban clap. I had booked for bathroom cleaning service ,1999 for 5 bathrooms . Urbsn clap people come asking for give extra service for extra payment. I denied to get extra service then he had denied to work and returned without service . Urban clap was taking the favor of him. I have recorded everything . Now a days urban clap service is very unprofessional.",1
"I tried deep cleaning from urbanclap first time but it was worst experience, person name Lalit paswan and his team came for cleaning they messed my home and made it more dirty full of scratches, and no knowledge of how to use chemicals they damaged by all bathroom fittings and tiles . I approached company regarding their terms and conditions to pay for my damaged, they replied this terms r only for online payments which they didn't described in their terms and conditions. I am so disappointed and don't know how to clean their mess which they did.",1
"Very bad first experience with urban company i book a service for chimney installation around 11-12 o’clock in morning they book my appointment and give a schedule time of 6:30 pm, till  7:30pm I haven’t receive any information, no call, no message from these people meanwhile I send them a message about my appointment then around 7:30 pm I got a phone from there person he was saying sir we booked your appointment but our guy didn’t check the call and he was busy with some other works ( it was very bad to hear this from such a company it was behaving just like a third grade street shop which don’t feel any responsibility) then the customer care guy reply very casually that if you want we can reschedule it for tomorrow. That was totally a waste of time I would like to give zero starts to them they are worse.",1
Pathetic service Urban company they are good at taking bookings and cancel at the last minute absolutely waste of time do not depend on them for your cleaning services for important occasions as they cannot stay on commitment. Hopeless experience.,1
"Urban company is a gang of cheaters. Please do not use any of their services if you want to avoid unnecessary headache.
I used their chimney repair service. The technician took the motor for rewinding, billed for shaft and bearing replacement but actually did nothing except cleaning. Charged Rs 2500/-
Problem repeated within one month. When Called for within warranty repair, he told me that now this is a new problem and blower is broken.
I was not convinced with his arguments and called the other local technician. He dismantled everything in front of me and I was shocked to see that blower was perfectly alright and only cleaning work was done where as billing was done for shaft and bearing replacement. I sent all the images to urban company but till today no response.
Apart from above I observed their approach to the customer is very unacceptable. The technician won't provide their mobile no instead they ask to call thru app which is irritating and time consuming.
Don't fall in the trap of costly TV adds and find local technician if you want to have peaceful life.
I live in Gurgaon Haryana",1
"BUNCH OF CHEATS. Urban Company is the most ridiculous and unprofessional organization on this planet. Their so called 'Professionals' like MOMRAJ and ABDUL SALAM never arrive for the service and they keep rescheduling the bookings. Since 18th October, they have rescheduled the booking 5 times and today also no one has arrived. These people switch off their phones and ay times even lie that they will be there in 5 minutes and never turn up. There is 0 Customer Support available from them.",1
"Please dont take their services, no one will visit.
They take money and vanish. Get the work done from local guys, you will save money!
They charged me over and above other vendors, still gave the contract thinking will get the services as promised but in vain
I paid for fresh paint, the contractor was trying to do the repaint and wrap up. No masking done, my furniture was kept in open when putty work was done. They took money for Royale matt but painted by entire room with Emulsion when we caught this they raised the voice. We selected the color on day 1 and gave the confirmation but on day 8, after common color was put on 3 walls he coming up and saying ""dark color ka shade nahi hai market mai, sara selection change karna hoga""
What the hell!  Please change the name from Urban company to Lootera Company!
Beware guys.!",1
"I am Vihar Gandhi(+91-7777070163) living in Ahmedabad. I belong to a small lower middle class family having value of every single penny and having only one AC at my home. Unfortunately my grandmother is suffering from cancer and currently on chemotherapy who cannot bear heat and continuously she has to use an air conditioner. Since I have heard/observed positive feedback of Urbancompany from friends and relatives, even Urbancompany turned out to be good for me as well for many other services experienced except mentioned below. Tentatively before a month there was a cooling issue in AC which is used by my grandmother. Thought of using Urbancompany services which turned out to be the worst decision of my life.
On 4th September technician BIPINKUMAR A SHAH was assigned to me who visited and after thorough investigation he figured out gas leakage and refilled gas, which was billed around 2500/-Same amount was paid by me with trust on technician without negotiation, and yes luckily I have opted for warranty. 15 days later the same issue reoccurred and since it was under repair warranty, same technician came and again after thorough inspection he repeated the same process.
Again after 10 days same cooling issue recurred and I thought of calling/appointing another technician this time as I felt that the previous technician was having lack of knowledge.
This new person Mr. Hemang Suthar came and inspected everything and told me to install new copper pipe set of at least 3 meter, which I again agreed due the reason of my lack of knowledge as I do not belong to this field and in front of me my grandmother was there who is on chemotherapy who has to be in AC 24 7.
I agreed to that person, he did his work, installed new copper pipe, again filled new gas and this time I paid 4550/- with the mindset of getting a solution for the sake of my grandmother. Now, Again after 8 days same issue reoccurred and according to Hemang Suthar’s guidance I called company person,
Company person said “ due to previous 3 faulty repairing cooling coil of internal unit has got seriously damaged, and surprising your person / mr.hemang Suthar agreed This faulty repairing issue has leaded to
1.serious damage of my internal unit’s cooling coil


waste of hefty amount of money earned by only earning member of lower middle class family.


waste of time as whenever a person comes for repairing I have to take leave from office as there is nobody in my family except my grandmother and working wife at home.


mental harassment for us and the past 1 month was not at all good due to those technicians who were in lack of knowledge and everytime asking me to pay for spare parts/gas filling without having conclusion on proper fault and this resulted in damage of my ac. Now to this series of issues, faulty repairs, damage to my AC, harassment to our family, I Have decided to get it repaired from the company itself. Due to blind trust on Urban Company I have accepted whatever technician asked to replace, and paid whatever amount they said. This trust leaded to damage to my AC, and hampered my grand mothers health All these services and payments are under warranty(although your person was not able to detect problems/damaged my AC) Now, I request you to kindly help me to get my money back for AC and all the product which was damaged because of this. I am so frustrated due to this and I have decided that  if I do not get an proper cooperation from Urban Company I would be dragging this matter to court of laws and will fight until I do not get proper solution.




Would request a quick positive revert.",1
"Never trust urban company or clap they just eat people’s money they don’t have professionals at work they just get a random guy to have the work done
I ordered for a pest control and with in a day the cockroaches are back
Urban company is waste of company don’t go for it",1
"We had booked for Urban company for painting our 2bhk flat in JP nagar  Bangalore. Painting was done well, but balcony painting was not done even after repeated reminders it is still pending since two weeks.",3
"The Urban Company's  AC Technician could not complete the servicing of a 1.5T Split AC of Carrier Make . Infact he did not know how to reassemble the indoor wall unit after dismantling it for servicing. He wasted about 3 hours trying to do the same but without any success. Even as on date, the cover of this indoor AC unit is not getting clamped / locked as a result of which the AC wall unit could fall down any time and lead to an accident.  As a consequence, this AC(which was operational till their AC technician attended to it) has now become totally ""inoperable"" besides becoming prone to an accident any time. Upon lodging a complaint on the Company's web portal there has been no response even after about 10 days. Further, their web portal does not allow the customer to send any reminders for the complaints already lodged nor do they have any provision for registering /reminding them about complaints telephonically. Incidentally, after registration of complaint on their web portal, no acknowledgement is sent to the customer on his / her email ID or thro' SMS which clearly indicates that there is no way the customer can escalate their complaints to external agencies like Consumer Forum etc for seeking redressal of their grievances.",1
"The repair services they provide have exorbitant rates but the service provided is third grade. Everytime I have booked a repair service the issue was not resolved by the professional. I had to seek outside help. The professionals cannot be called professionals because they have no clue what’s wrong. They are inexperienced, rude, not at all punctual, misleading. As soon as they step in they convince us to give them good rating without even starting the service. UC does not have a customer support number, you need to place a call request and wait for a call, if the call gets dropped you can’t even place another call request.
I had multiple pathetic experiences but one experience in particular I had was with the professional Manaskumar Mishra who is a plumber on 13th Aug 2020. I had a very minor leakage problem in  my kitchen sink. My service was rescheduled twice and then also he showed up late. He dismantled the sink and parts. Said issue with the pipe. Fled with the pipe part saying he is going to get a replacement. When I after after 2 hours he said DEKHTA HUN. I raised a complaint spoke to an executive and was promised a call back in half an hour which never happened. I tried calling the professional, he received and rather than listening to me he said the UC lady spoke harshly with him and used profanity and he will complain against her. He didn’t listen to me and disconnected. I waited till the next day morning and requested a call back from someone. Got 3 calls from customer care only (Sarfaraz, Mohit) upon lodging a complaint again and call got dropped and didn’t receive a callback . I called the professional 4 times no response. My service was abruptly ended on the app without my knowledge, and asking me to pay 99 and to rate my experience and give feedback, well here it is. I got a professional plumber’s no and asked him to come and fix it. We got the know Manas had broken the tap and fled. There is no way to contact urban company. When I am requesting a call back it automatically says complaint already registered.
REFRAIN FROM USING ANY OF THE SERVICES FROM URBAN COMPANY ESP REPAIR!!",1
"On 28th may first service was done and we paid rs. 444/- by cash. Machine was completely rectified and service engineer mr. Md. Moin uddin has mentioned that there is some problem in pc board and charged rs. 3, 000/-. The machine has hardly worked for 3 days and the same problem was repeated. Your service engineer mr. Moin uddin has visited another 2 times and made some futile attempts and could not repair the machine. Now the machine is not in working condition. I have through mobile app lodged complaints several times. But no response at all. Your service engineer is also not lifting his phone. We really feel bad having paid total amount of rs. 3, 444/- for servicing of washing machine your urban company could not service it and has put me in hardship. With this bitter experience we are loosing faith and confidence on urban company.
You service engineer: mr. Md. Moin uddin
His mobile no. [protected]
Subsequent to my complaint New Technician has come on 7th  Aug'20 and checked the Washing machine. He mentioned that previous Technician has given wrong connections and due to which PC board and other parts of the machine like sensor and others got damaged and need to be replaced.  The technician has told that total cost will be around Rs. 8, 000/- . Then Urban company representative has come into conference call with me and the new technician Mr. Syed Akbar and started negotiation. First of all there is no mistake of ours in this entire process. All the damage happend is due to the wrong connections given by the  Urban Company's previous technician only which is confirmed by the second technician Mr. Akbar. Why shall a customer be punished for the mistake of incompetent technicians hired by the Urban Company. Ultimately Urban Company has negotiated with me for another Rs, 4, 000/- to get it completely repaired. I was forced to agree for this since I don't have any other alternative and I am badly struck with Urban Company.
New Technician has taken away on 7th the PC Board and other damaged parts for replacement and promissed that Washing machine will be repaired within 3 days i.e., by 10th of Aug'20. Now when I called him he he says that the PC board is complete;y damaged and company is not responding for replacement. I have lodged a complaint on 10th evening for their response. They have not responded to my complaint also.
I sincerely feel I did a blunder mistake choosing the Urban company.
I humbly request to escalate the issue to the concerned officers and help me  for resolving the issue.
Regards,
U.N. Rao
Sarada",1
"It's important to know why the service is called deep home cleaning. The service provided is not what is described on Urban Company. I raised a complain after I received their service yesterday, and UC confirmed to rectify the mistakes by sending an expert team from the same company. I did raise my apprehensions over this, because I know if the same person is sent to do the job they will continue do what they did earlier. Today they came again, and they did do some work but not complete work. I told them to clean the toilet completely, but they did not do it. They did not mob the floor before leaving and they did not even inform me before leaving. I trusted and believed them to do their job with utmost commitment, but i was wrong. There needs to be someone watching over them and tell them what do and where to do.
I could have done the same job by hiring a maid. They say industrial grade chemicals, but I do not believe it is. I can use Domex cleaner and get the house cleaned better. The showcase glass were also not cleaned properly and also the trolleys in the kitchen. I can point out a lot of flaws in the service. You take 25% commission from the service provider, I expect you to take the responsibility as well.",1
"Dear all. This is the first time I am writing a review for any firm. I got my AC repaired through Urban Company rep at a cost of Rs 10, 500 and only a couple of days later the AC performance was back to square 1. I requested the rep for timely guarantee repairs however the professional named D Bhanu Prasad kept on delaying his visit. Finally he visited after a week and did something to make the AC operational. AC performed for a couple of days and the problem recurred. Tried calling the technician thereafter however he blocked my number. The customer service also denied to render any assistance in this regard. I was cheated and robbed of Rs 10, 500 by booking this service. Just a recommendation for all that rethink 100 times before booking urbanclap services. Couldn't give zero stars because the app doesnt accept it therefore giving 3 stars which the app accepts. Thanks",3
company sucks they more of a barbarian shop never go for repair any thing,1
"Urban clap professional damaged my TV and now no one is answering my calls. They have blocked me from raising any complaint. I spent Rs 6849/- for my TV repair and Sukriti from Urban Company told me to get this in writing from other TV mechanic that my TV has been damaged by UC professional, how absurd. Who will write this.",1
A third grade service. I had booked a technician to repair my air conditioner n to my disappointment I was fooled n cheated of RS.2500. my ac still has not been repaired n money is already been taken. A pathetic service n feel disgusting to see celebs promoting a brand with maximum number of negative comments,1
when i clink on link account next page shows blank,1
Couldn’t book a refrigerator repair.,2
"I placed a request for a carpenter. Within 2 hours the carpenter was here, fixed my door latch and a mirror that needed to be put up on the wall and was done. Felt like magic!",5
Review_comment,Ratings
"I hired them to remodel my kitchen, but they constantly delayed the project. The workers were late every day, and the final product was below expectations.",2
They left the job halfway and disappeared for a week. I had to hire someone else to finish the plumbing.,2
The contractor promised to complete the work in two weeks but dragged it out for over a month. Very frustrating!,2
The service was way too expensive for the slow pace of the work. The handyman left the job incomplete and asked for more money to return.,2
No updates on the project. I had to keep calling to find out when they would show up.,2
"The handyman was rude and unprofessional. The work was poorly done, and I had to redo it myself.",2
The handyman showed up two hours late and didn't even apologize. Not hiring them again.,2
"The job was half-done, and the handyman left without finishing. I had to hire someone else to complete the work.",2
"Paid a lot for delivery, and they damaged my tiles. I had to replace half of them.",2
"The contractor left the place in a complete mess, and the quality of the work was unsatisfactory.",2
The workers didn’t know what they were doing. They wasted materials and overcharged for a simple job.,2
"This is the second time they have postponed the job, and I’m running out of patience.",2
"The delivery was delayed, and when they finally arrived, the materials were damaged.",2
"The contractors were constantly arguing with each other, and the work was delayed. It was a terrible experience.",2
They charged me extra for 'materials' but didn’t deliver what was promised. The final product was subpar.,2
"I would not recommend them. They were slow, and the prices were much higher than expected.",2
They arrived two hours late and barely did any work. Very inefficient team.,2
They delivered broken materials and refused to replace them. A total waste of money.,2
The handyman left visible cracks in the drywall and refused to come back to fix them.,2
They didn’t even show up for the appointment and didn’t call to reschedule.,2
The price was far too high for the level of service. Very disappointed with the results.,2
The contractor left the site in a mess and didn’t complete the job. Not happy at all.,2
The delivery team damaged several items and refused to acknowledge it.,2
"I expected professional work, but what I got was far below standard. Very unsatisfied.",2
The contractor was rude and unprofessional. They ignored my requests and did a terrible job.,2
They made promises they couldn’t keep and didn’t complete the job as agreed.,2
The delays and poor communication made this service not worth the trouble.,2
The contractor cut corners and didn’t complete the job to my satisfaction.,2
"The project was delayed multiple times, and the final result was not great.",2
"The work was decent but took much longer than expected. Not the best experience, but it was okay.",3
"The handyman did the job, but it wasn’t anything exceptional. Got what I paid for, I guess.",3
"The service was alright, but I think they could improve communication and punctuality.",3
"It was neither great nor terrible. The contractor did an okay job, but nothing too impressive.",3
"The delivery was timely, but some of the materials were not in the best condition. Could be better.",3
"They did what was asked, but the quality could have been better. Not entirely disappointed.",3
"The job was done, but I had to supervise closely to make sure they didn’t cut corners.",3
"Overall, the work was completed, but I had to ask for corrections multiple times.",3
"The contractor was nice, but the quality of the work was just okay. Not very impressed.",3
"They were late, but the work was decent enough. Not thrilled, but not too disappointed either.",3
"The handyman did the job as requested, but I expected a bit more attention to detail.",3
"The delivery arrived on time, but some materials were slightly damaged. It was fine overall.",3
"The work was okay, but it felt like the team was rushing to finish quickly.",3
The service was neither great nor terrible. It met the bare minimum expectations.,3
"The contractor did what was required, but there was nothing exceptional about the service.",3
"Considering the price, the work was alright. I wasn’t blown away, but it was fine.",3
"The quality of work was passable, but the handyman wasn’t very attentive to details.",3
 but not great,3
"The experience was okay overall, but I think they could improve their timeliness.",3
"They did the job, but it wasn’t as thorough as I had hoped. An average experience.",3
"The contractor did the work, but I had to point out several areas that needed improvement.",3
"The service was decent, but I wouldn’t go out of my way to recommend them.",3
"The work was fine, but the handyman didn’t seem very enthusiastic about it.",3
"The job was done, but there were some small issues I had to address afterward.",3
"The handyman completed the task as agreed, but the quality was just satisfactory.",3
"The service was fair, but I think there’s definitely room for improvement.",3
"The work was completed as expected, but the service lacked a professional touch.",3
"The contractor did the job, but the experience was nothing special. It was just okay.",3
"The work was done to a reasonable standard, but there were a few hiccups along the way.",3
"The quality of work was fair, but I think they could be more organized.",3
"The service met my basic expectations, but nothing stood out as exceptional.",3
"The handyman completed the job, but I wasn’t overly impressed with the result.",3
"The service was acceptable, but I wouldn’t go out of my way to use them again.",3
"The work was adequate for what I paid, but I think they could have done better.",3
"The job was done, but there were a few areas where the work wasn’t as polished as I expected.",3
The service was average at best. I think there’s room for improvement in several areas.,3
"The final result was satisfactory, but the process to get there was a bit frustrating.",3
"The job was completed, but the overall experience was just okay.",3
"The work wasn’t perfect, but it was good enough for what I needed.",3
"The service was fairly good, but I had to guide the contractor a bit to get the result I wanted.",3
"The service was good overall, though there were minor delays. The quality was up to my expectations.",4
"The handyman did a good job, and I’m pleased with the result. I’d hire them again.",4
"The contractor was professional and completed the job well. There were a few minor issues, but nothing major.",4
"The service was prompt and efficient. I’m happy with the outcome, though the price was a bit high.",4
"The overall service was good, but there were a few minor hiccups along the way.",4
"The handyman did a solid job, and I’m satisfied with the result. Could be a bit more punctual, though.",4
"The work was well done, and the team was professional. A bit expensive, but worth it.",4
"The job was done efficiently and on time. I’m happy with the result, though they could have communicated better.",4
"The contractor provided a quality service. There were a few delays, but the end result was great.",4
"The work was very good, and the team was professional. Would definitely recommend to others.",4
"The handyman did a solid job, and I’m happy with the outcome. Could have been a bit faster, though.",4
"The contractor did a good job, and I’m satisfied with the result. A few minor issues, but overall very positive.",4
"The work was done to a high standard, and I’m pleased with the outcome. They were a little late, though.",4
"I’m happy with the service. The team was professional, and the work was completed to my satisfaction.",4
"The contractor did a good job, and I’m satisfied with the result. They were a little late, but nothing too major.",4
"The service was efficient, and the work was done well. I’m happy with the overall experience.",4
"I’m satisfied with the service. The team was professional, and the work was done to a high standard.",4
"The handyman did a good job, and I’m happy with the result. A few delays, but nothing too major.",4
"The work was well done, and the team was professional. I’m happy with the outcome.",4
"The service was good, and I’m happy with the result. The team was professional and did a good job.",4
"The service was very good, and the team was professional. Would recommend to others.",4
"The work was of good quality, and the team was professional. A few delays, but overall very happy.",4
"The service was efficient and professional. I’m happy with the outcome, though the price was a bit high.",4
I’m pleased with the service. The handyman was professional and did a good job.,4
"The result was great, and the team was professional. A few delays, but overall very happy.",4
"The service was good, and I’m satisfied with the result. Would hire them again.",4
"I’m satisfied with the service. The handyman was professional, and the work was done to a high standard.",4
"The experience was good, and I’m happy with the outcome. A few minor issues, but nothing major.",4
"I’m very happy with the service. The team was professional, and the work was done well.",4
"The work was well done, and the team was professional. I’m happy with the result.",4
"The handyman did a good job, and I’m happy with the result. A few delays, but overall very positive.",4
"The service was efficient and professional. I’m happy with the outcome, though the price was a bit high.",4
"The result was great, and the team was professional. A few delays, but overall very happy.",4
"The work was of good quality, and the team was professional. A few delays, but overall very happy.",4
"I’m satisfied with the service. The handyman was professional, and the work was done to a high standard.",4
"I’m happy with the result. The team was professional, and the work was done well.",4
"The service was good overall, and the handyman was professional. A few delays, but nothing too serious.",4
"The work was good, and I’m satisfied with the result. Could improve communication, but otherwise a solid service.",4
"The experience was good overall. The team was professional, and I’d definitely consider using them again.",4
"The contractor did an outstanding job! I’m extremely happy with the result, and everything was done on time.",5
The service was perfect from start to finish. The team was professional and completed the job to a high standard.,5
"I couldn’t be happier with the result! The handyman was punctual, efficient, and delivered excellent work.",5
"The team did a fantastic job, and I’m incredibly satisfied with the work done. Highly recommended!",5
"The service was exceptional, and I’m thrilled with the outcome. The team was professional, and everything was completed perfectly.",5
"The handyman did a great job, and I’m very happy with the result. I’ll definitely use their services again.",5
I’m really impressed with the level of service I received. The contractor was professional and delivered great results.,5
The experience was amazing from start to finish. The team was efficient and did an excellent job.,5
"The service exceeded my expectations, and I’m extremely satisfied with the result. Highly recommended!",5
"The contractor provided top-notch service, and I couldn’t be happier with the final result. Great job!",5
"I’m very satisfied with the work done. The team was punctual, efficient, and the quality was exceptional.",5
"The entire experience was fantastic. The handyman was professional, and the work was done to the highest standard.",5
"The job was done perfectly, and I’m extremely happy with the outcome. I’ll definitely use their services again.",5
"The service was excellent, and I highly recommend this team. They were professional, efficient, and delivered fantastic results.",5
"I’m thrilled with the result! The contractor did a superb job, and the quality was exceptional.",5
"I’m extremely happy with the work done. The team was professional, and everything was completed perfectly.",5
"The service was great, and I’m very happy with the result. The handyman was professional and efficient.",5
"The service exceeded my expectations. The contractor was professional, and the work was done to the highest standard.",5
"I’m very happy with the work done. The team was professional, and the quality of the work was outstanding.",5
"The contractor did an excellent job, and I’m extremely satisfied with the result. Highly recommended!",5
"I couldn’t be more satisfied with the work done. The team was professional, and the result was perfect.",5
"The service was amazing, and I’m very happy with the outcome. The team was professional and efficient.",5
"The work was top-quality, and I’m extremely satisfied with the result. The team was professional and did a fantastic job.",5
"The handyman did a fantastic job, and I’m very happy with the result. Everything was completed to a high standard.",5
"The service was outstanding, and I’m very pleased with the result. The team was professional and efficient.",5
"I’m extremely satisfied with the work done. The team was professional, and the result exceeded my expectations.",5
"The experience was wonderful, and I’m very happy with the result. The contractor was professional and efficient.",5
"The work was very impressive, and I’m extremely satisfied with the outcome. Highly recommended!",5
"I’m very pleased with the service I received. The team was professional, and the quality of the work was excellent.",5
"The job was superb, and I’m very happy with the result. The contractor was professional and efficient.",5
I couldn’t be happier with the service I received. The handyman was professional and delivered great results.,5
"The work was outstanding, and I’m very satisfied with the result. The team was professional and efficient.",5
"I’m very happy with the service I received. The contractor was professional, and the work was done to a high standard.",5
The experience was excellent from start to finish. The team was professional and efficient.,5
"I’m a happy customer! The service was fantastic, and the handyman did a superb job.",5
"I’m highly satisfied with the work done. The contractor was professional, and the result was perfect.",5
I’m very impressed with the service. The team was professional and delivered excellent results.,5
"The service was fantastic, and I couldn’t ask for better. The team was professional, and the result was perfect.",5
"The work was wonderful, and I’m very happy with the result. The handyman was efficient and did a great job.",5
"I’m very satisfied with the service I received. The team was professional, and the quality was excellent.",5
"The work was excellent, and I’m extremely satisfied with the result. The contractor was professional and efficient.",5
"The service was perfect, and I’m very happy with the result. The team was professional and did a fantastic job.",5
"I’m very pleased with the outcome. The handyman did a superb job, and the service was excellent.",5
"The experience was great, and I’m very happy with the result. The team was professional and efficient.",5
"The result was outstanding, and I’m very satisfied with the service. The contractor was professional and did a great job.",5
I highly recommend this service. The handyman was professional and delivered great results.,5
"The work was impressive, and I’m very satisfied with the outcome. The team was professional and efficient.",5
"I’m a very happy customer! The service was fantastic, and the work was done to the highest standard.",5
"The service was exceptional, and I’m very satisfied with the result. The contractor was professional and efficient.",5
"The work was top-notch, and I’m very pleased with the result. The handyman was professional and did an excellent job.",5
"The outcome was fantastic, and I’m very satisfied with the service. The team was professional and efficient.",5
"I’m very happy with the result. The contractor did an excellent job, and the service was top-notch.",5
"The handyman did a great job, and I’m very pleased with the outcome. The service was excellent.",5
"The result was perfect, and I’m very satisfied with the work done. The team was professional and efficient.",5
"The service was fantastic, and I couldn’t ask for better. The contractor was professional and did an excellent job.",5
"I’m very satisfied with the service I received. The handyman was professional, and the quality of the work was top-notch.",5
The experience was fantastic from start to finish. The team was professional and did an excellent job.,5
I’m highly impressed with the service. The contractor was professional and delivered great results.,5
"The work was outstanding, and I’m very pleased with the result. The team was professional and efficient.",5
I couldn’t be happier with the service I received. The handyman was professional and delivered great results.,5
"The service was great, and I’m very happy with the result. The contractor was professional and did a superb job.",5
"The experience was perfect, and I’m very satisfied with the work done. The team was professional and efficient.",5
"I’m very pleased with the service I received. The handyman was professional, and the result was fantastic.",5
"The work was exceptional, and I’m very satisfied with the outcome. The contractor was professional and efficient.",5
"The handyman did a great job, and I’m very happy with the result. The service was excellent.",5
I highly recommend this service. The contractor was professional and did an excellent job.,5
"The result was fantastic, and I’m very satisfied with the service. The team was professional and efficient.",5
"The service was perfect, and I couldn’t be happier with the outcome. The contractor was professional and efficient.",5
"I’m very happy with the work done. The handyman was professional, and the quality was exceptional.",5
"The service was top-notch, and I’m very satisfied with the result. The contractor was professional and did a great job.",5
The experience was impressive from start to finish. The team was professional and delivered excellent work.,5
I’m highly pleased with the service I received. The handyman was professional and did a fantastic job.,5
"The work was fantastic, and I’m very happy with the outcome. The team was professional and efficient.",5
"The service was great, and I couldn’t be happier with the result. The contractor was professional and did a superb job.",5
"The experience was exceptional, and I’m very happy with the work done. The team was professional and efficient.",5
"I’m very satisfied with the service I received. The handyman was professional, and the work was done to a high standard.",5
"The result was perfect, and I’m extremely happy with the work done. The team was professional and efficient.",5
I couldn’t ask for more from the service. The contractor was professional and delivered great results.,5
"The job was wonderful, and I’m very satisfied with the outcome. The handyman was professional and efficient.",5
I’m highly impressed with the level of service. The team was professional and delivered excellent work.,5
"The service was fantastic, and I’m very happy with the result. The contractor was professional and did a superb job.",5
"The outcome was great, and I’m very satisfied with the service. The team was professional and efficient.",5
"The result was outstanding, and I’m very happy with the service. The contractor was professional and did a fantastic job.",5
"The service was perfect, and I couldn’t be happier with the outcome. The handyman was professional and efficient.",5
"The work was impressive, and I’m very happy with the result. The contractor was professional and did an excellent job.",5
"I’m very pleased with the result. The handyman did a great job, and the service was excellent.",5
"The experience was top-notch, and I’m very satisfied with the work done. The team was professional and efficient.",5
"I highly recommend this service. The contractor was professional, and the quality of the work was excellent.",5
"The job was fantastic, and I’m very happy with the outcome. The team was professional and efficient.",5
"The service was great, and I’m very satisfied with the result. The contractor did a superb job.",5
"The outcome was perfect, and I’m very happy with the work done. The handyman was professional and efficient.",5
I’m extremely satisfied with the service I received. The team was professional and delivered great results.,5
"I couldn’t be happier with the service. The contractor was professional, and the result was excellent.",5
"The experience was fantastic, and I’m very satisfied with the work done. The handyman was professional and efficient.",5
"The work was top-quality, and I’m very happy with the result. The team was professional and efficient.",5
"The job was outstanding, and I’m very satisfied with the service. The contractor was professional and efficient.",5
"The result was impressive, and I’m very happy with the work done. The team was professional and did an excellent job.",5
The experience was perfect from start to finish. The handyman was professional and did a superb job.,5
"The service was fantastic, and I’m very happy with the outcome. The contractor was professional and efficient.",5
"I’m very happy with the work done. The handyman was professional, and the quality was exceptional.",5
"The result was great, and I’m very satisfied with the service. The team was professional and efficient.",5
I’m highly impressed with the level of service. The contractor was professional and delivered great results.,5
"The experience was wonderful, and I’m very happy with the result. The handyman was professional and efficient.",5
"The service was perfect, and I’m very satisfied with the work done. The team was professional and efficient.",5
The handyman was professional and delivered good service. I'm quite satisfied with the result.,4
"The work was okay, but I feel like it could have been done with more attention to detail.",3
The contractor did a great job and I'm very happy with the outcome. Professional and efficient service.,5
"I wasn’t happy with the quality of the work. It felt rushed, and the end result wasn’t what I expected.",2
"The team did a fantastic job, and the final result was just what I wanted. Very professional!",5
"The work was decent, but the contractor showed up late and that affected my schedule.",3
"The handyman didn’t communicate well, and there were misunderstandings throughout the job.",2
"The service was good, and the handyman was efficient, but there’s room for improvement.",4
The contractor was very professional and exceeded my expectations. Highly recommend!,5
"The service was below my expectations, and I had to call them back to fix several things.",2
"It was okay, nothing extraordinary. The work was done, but I had higher expectations.",3
I’m very happy with the service provided. The contractor was professional and did an excellent job.,5
"The job was done poorly, and the handyman left a mess. Not happy at all with the service.",1
"The service was average, nothing to write home about. It was just okay.",3
"The handyman did a good job, but the final touches could have been better.",4
I’m very satisfied with the service. The work was completed on time and to a high standard.,5
"The contractor arrived late, and the work didn’t meet my expectations.",2
"The team did a wonderful job, and I’m very pleased with the outcome. Highly recommend!",5
The service was decent but could have been better. Some small issues were left unresolved.,3
I’m happy with the service I received. The contractor was efficient and did a good job.,4
The experience was perfect from start to finish. The handyman was professional and efficient.,5
"This was the worst service I’ve ever received. The work was sloppy, and nothing was done right.",1
"The outcome was fantastic, and I couldn’t be happier with the service provided.",5
"The job was alright, but the handyman didn’t go the extra mile to ensure perfection.",3
"The service was good, but there were a few small issues that could have been handled better.",4
The contractor was unprofessional and didn’t finish the job as promised. Very disappointed.,2
"The work was excellent, and I’m very satisfied with the service. Highly recommended!",5
This was a horrible experience. The handyman didn’t know what he was doing and made things worse.,1
"The handyman did good work, but there was a bit of a delay in finishing the job.",4
I’m very satisfied with the work done. The contractor was professional and efficient.,5
"The service was very disappointing. The work was subpar, and I had to hire someone else to fix it.",2
"The job was great, and I’m very happy with the result. The contractor was professional and efficient.",5
"The work was satisfactory, but it took longer than expected to complete.",3
"The service was good, and the contractor was professional. I’m satisfied with the result.",4
